File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
c067349b-795b-46b1-a868-8e5ec2f55450	205b1429-92c6-474e-ad2c-84e8fd749a62.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CZ-5985	TCGA-CZ-5985-01A	Primary Tumor
d3218c82-9a09-4cff-9f8f-3873a3ab7fba	jhu-usc.edu_KIRC.HumanMethylation27.3.lvl-3.TCGA-BP-4165-11A-01D-1284-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4165	TCGA-BP-4165-11A	Solid Tissue Normal
b8ab150a-a778-47eb-9c7a-cb6e2225d6c8	REEDY_p_TCGAb65_SNP_N_GenomeWideSNP_6_D11_697596.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-4878	TCGA-CJ-4878-01A	Primary Tumor
db41e9fb-0294-42e3-a881-73c043f2bec1	cef81567-c178-443e-9484-c15c9ea7690c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-5671	TCGA-CJ-5671-01A	Primary Tumor
f4fe1c98-2898-4bda-a227-834770e1916c	81ae5adb-d6cd-45d8-bb25-0b8d92b71213.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B8-4143	TCGA-B8-4143-01A	Primary Tumor
ed856617-ad10-4644-80f6-5a30196a3ba6	7e0c2d63-6b93-4164-b9c6-72ad669eb0c7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-4718	TCGA-B0-4718-01A	Primary Tumor
fef26072-2efa-4c19-ba47-6f7c7dd8851c	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_A10_748218.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-DV-5576	TCGA-DV-5576-10A	Blood Derived Normal
6ad29e4c-340e-4c28-846a-0b980fe2f949	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_F07_585024.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3383	TCGA-A3-3383-01A	Primary Tumor
b0aaa512-e3a6-48f1-8ae5-53e52cd183bc	jhu-usc.edu_KIRC.HumanMethylation27.4.lvl-3.TCGA-CJ-4871-01A-01D-1303-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CJ-4871	TCGA-CJ-4871-01A	Primary Tumor
dc9fc7b5-1a87-483b-9aeb-d5c256280f07	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_D09_697386.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-AK-3461	TCGA-AK-3461-10A	Blood Derived Normal
73ab14f8-d747-4dbd-9b54-0ccd81443f9c	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_D06_748536.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-5690	TCGA-B0-5690-01A	Primary Tumor
780e5ab1-5a1d-40ba-8683-8196836c9e65	85a57c66-6a6f-41bb-b1f1-614d57b7d6f7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-A3-3382	TCGA-A3-3382-01A	Primary Tumor
e18ee761-5cc4-4107-9d4b-2ecbeb0fdf59	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_E12_734854.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CZ-5462	TCGA-CZ-5462-01A	Primary Tumor
354b8272-b9ee-4df5-b2d1-49d05215f2fb	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_H08_697216.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4822	TCGA-B0-4822-11A	Solid Tissue Normal
dc04386e-4ce3-4bfd-a711-c9111d2fc4e1	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_F04_734902.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CZ-5457	TCGA-CZ-5457-11A	Solid Tissue Normal
747d2882-057e-4caf-a69b-85778fe5e7dc	jhu-usc.edu_KIRC.HumanMethylation450.5.lvl-3.TCGA-B0-4700-01A-02D-1536-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4700	TCGA-B0-4700-01A	Primary Tumor
1fdd1c72-5b59-411c-9dd0-17886d6d1909	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-B0-4821-11A-01D-1500-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4821	TCGA-B0-4821-11A	Solid Tissue Normal
95df11c1-a239-43b6-8f08-3d93c6952677	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_B08_680172.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-4643	TCGA-CJ-4643-01A	Primary Tumor
4591718e-3f49-4ebe-9b33-b43572308f23	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_F10_730532.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-5010	TCGA-BP-5010-11A	Solid Tissue Normal
952cfa28-001b-433a-ba40-82bcdf6ed6d5	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-B0-5092-11A-01D-1418-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5092	TCGA-B0-5092-11A	Solid Tissue Normal
b25ce108-e572-4014-a1d6-0ba0ce24da45	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_E12_748114.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CW-5584	TCGA-CW-5584-01A	Primary Tumor
0c6c9062-e7ea-4939-9ae2-77361552bb8f	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_E04_697340.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4843	TCGA-B0-4843-11A	Solid Tissue Normal
db125de3-67c9-4fc0-8965-0c9f833002b5	DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_F04_729446.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-A3-3351	TCGA-A3-3351-01A	Primary Tumor
8ebc2d15-9b1b-4157-830e-13670984af7e	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_B06_680132.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-AK-3430	TCGA-AK-3430-10A	Blood Derived Normal
fa16e26a-a1ff-4521-a976-9c87ae74776d	4e30632f-e8ad-4a99-97ba-94d89a08bc19.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4159	TCGA-BP-4159-01A	Primary Tumor
1afafdab-2242-4a37-9e18-87e6b209281d	jhu-usc.edu_KIRC.HumanMethylation27.3.lvl-3.TCGA-BP-4761-01A-01D-1284-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4761	TCGA-BP-4761-01A	Primary Tumor
c6297af3-09cf-4b96-95e7-f0748418990b	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_A04_585002.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3365	TCGA-A3-3365-01A	Primary Tumor
e4b86a9c-f2c2-48d0-9848-050b0a250789	jhu-usc.edu_KIRC.HumanMethylation27.4.lvl-3.TCGA-BP-4804-01A-02D-1303-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4804	TCGA-BP-4804-01A	Primary Tumor
ef8c2840-0229-4c5c-8078-bdc9b049fea9	f1d8d0ab-f7fb-4c73-a7ea-bf7c63bb7028.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CZ-4864	TCGA-CZ-4864-11A	Solid Tissue Normal
c82042bc-5989-493e-8b68-16ff0284bb0d	60ab519a-f3c5-422d-9c2c-6876c2cd9687.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-A3-3387	TCGA-A3-3387-11A	Solid Tissue Normal
277771d7-520d-41a5-a3c2-9c057b529863	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-B0-5121-01A-02D-1418-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5121	TCGA-B0-5121-01A	Primary Tumor
ea125f40-cf05-4f0c-b1f6-734c130d67bf	DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_F06_729442.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3313	TCGA-A3-3313-01A	Primary Tumor
ad14a903-88b1-47d9-b587-bf96c0b1e0eb	260aab25-9cf2-4793-9548-ae041c48a962.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CZ-5452	TCGA-CZ-5452-01A	Primary Tumor
b39e0174-520d-4f0f-984e-4e70cfdea623	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_D05_697486.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4354	TCGA-BP-4354-11A	Solid Tissue Normal
035f74db-5ff8-4165-abfe-71c29a7be93f	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_F12_734992.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-4698	TCGA-B0-4698-11A	Solid Tissue Normal
2b2e0244-91b4-4b8f-90bf-8cdabd10f1e2	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_C02_741970.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CJ-4920	TCGA-CJ-4920-11A	Solid Tissue Normal
cd70c4c5-9268-45fb-8acb-055891cd0191	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-A3-3357-01A-02D-1418-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-A3-3357	TCGA-A3-3357-01A	Primary Tumor
b74e323c-31ef-48bd-bc2e-beaa4fc1e88b	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_D06_742056.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-4869	TCGA-CJ-4869-01A	Primary Tumor
370d5108-eecc-4299-a882-256f62b37606	a09c5dfa-52a7-4ccd-b095-e64ed78bc594.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-4882	TCGA-CJ-4882-01A	Primary Tumor
26041bec-3fd3-4770-a663-25d31d8760ab	jhu-usc.edu_KIRC.HumanMethylation450.5.lvl-3.TCGA-B8-5546-01A-01D-1536-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B8-5546	TCGA-B8-5546-01A	Primary Tumor
17a3af91-4bc8-40b3-be39-77b328e78099	d94ae8b3-7ad3-4f7c-b575-8f66090c41ef.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B2-3924	TCGA-B2-3924-01A	Primary Tumor
8964f020-dae0-4719-be84-ca99c91af0a7	DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_F08_729432.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-A3-3362	TCGA-A3-3362-01A	Primary Tumor
aefe5fc9-cae8-48a6-879b-17d8d3ac31cc	06d0322c-2098-4ad7-8146-c1c93bd772ee.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4982	TCGA-BP-4982-01A	Primary Tumor
312c01a9-8b69-4bae-af3b-d4d576e4ecdb	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_F06_697374.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4849	TCGA-B0-4849-01A	Primary Tumor
c8e58d70-8631-4251-bffc-973c01100429	f7b97473-d095-419b-98ca-f9212f037893.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CJ-4918	TCGA-CJ-4918-01A	Primary Tumor
79f8a0b2-2369-4571-9199-ed9dfe6ad8f3	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_G12_697298.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4819	TCGA-B0-4819-01A	Primary Tumor
41b79969-e28e-477e-9500-d3ed67c72a0b	351170cf-db80-443c-8c24-7bfd6b20b454.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-5181	TCGA-BP-5181-01A	Primary Tumor
3c47f61a-a4f4-4bd2-989a-5132da9d9d1f	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_H04_748594.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-5702	TCGA-B0-5702-01A	Primary Tumor
56a61ea8-3f1a-4230-968d-a160da098fde	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_D01_748566.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-5707	TCGA-B0-5707-01A	Primary Tumor
e5d0d9de-d67e-40c9-a33a-80ac46ad5c3d	jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-BP-5189-01A-02D-1424-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-5189	TCGA-BP-5189-01A	Primary Tumor
daf12d64-a668-4b2a-8432-779a6820b5e9	jhu-usc.edu_KIRC.HumanMethylation27.4.lvl-3.TCGA-B0-4836-01A-01D-1303-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4836	TCGA-B0-4836-01A	Primary Tumor
eb95763a-2f25-4a71-8a20-34eb8b8b5b6a	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_H01_730674.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4760	TCGA-BP-4760-01A	Primary Tumor
05519481-9138-492d-a544-12651c517ac8	357d15a6-b12e-4886-8c57-bccbb8bf7a60.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-5700	TCGA-B0-5700-01A	Primary Tumor
10e5a984-2be0-461f-8afa-767e0e428b04	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_C03_697394.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-4690	TCGA-B0-4690-11A	Solid Tissue Normal
88342e5c-919c-4575-b364-18c4f456da90	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_E02_730598.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-5099	TCGA-B0-5099-11A	Solid Tissue Normal
4b74975f-0daa-4c80-8bb5-c912873f20fb	7317e169-e4e3-4098-9ae2-cec973d5b0db.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CZ-5988	TCGA-CZ-5988-01A	Primary Tumor
474bc264-d24c-4133-958a-31cc60f02e37	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-A3-3367-01A-02D-1418-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-A3-3367	TCGA-A3-3367-01A	Primary Tumor
e89bde68-412d-4358-9df5-5d9c9439136c	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_F03_697308.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-AK-3460	TCGA-AK-3460-01A	Primary Tumor
71fc805e-50a9-4db3-b9be-ef03c6ccdf92	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_A04_777398.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B4-5834	TCGA-B4-5834-01A	Primary Tumor
7161ab0d-620e-435f-9c69-74e3c63b1b6a	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-B0-5113-01A-01D-1418-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5113	TCGA-B0-5113-01A	Primary Tumor
96124930-9504-4947-b81f-5ff241691f6f	984ea13e-adc6-48f7-830d-66ce450a2ea0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CJ-5677	TCGA-CJ-5677-11A	Solid Tissue Normal
0acaea3b-3157-4e69-ae01-7d7c59047128	5aebac9e-80ba-48bb-aedf-752196a1861a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CJ-4634	TCGA-CJ-4634-01A	Primary Tumor
23ef8c35-6be9-4a02-b820-86b8aa698900	OWNED_p_TCGA_b102_105_SNP_N_GenomeWideSNP_6_B08_777088.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CZ-5987	TCGA-CZ-5987-11A	Solid Tissue Normal
4b1bb8a9-c1f8-4ab7-9a0f-1f25b8885747	KHADI_p_TCGAb79_PlusRedos_SNP_N_GenomeWideSNP_6_B04_729858.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B2-4099	TCGA-B2-4099-10A	Blood Derived Normal
71f7c642-fa6a-4912-9684-df787e224b2d	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_B03_585078.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-A3-3372	TCGA-A3-3372-01A	Primary Tumor
90c1150b-96d4-4d4f-a5b1-650bb7862f96	fabbefc8-53b5-42e4-9a54-39280d18f419.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4974	TCGA-BP-4974-01A	Primary Tumor
00fa0bb1-bed7-4792-aae6-1cc0687245a4	507efd18-1085-40f2-a631-3f5ac1df6bb5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CW-6088	TCGA-CW-6088-01A	Primary Tumor
2a70ed87-3db3-45fd-aa18-d8736c12a74c	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_D04_742044.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-5175	TCGA-BP-5175-01A	Primary Tumor
a8dca715-7703-4b98-a17c-151a8ffe4973	OWNED_p_TCGA_b102_105_SNP_N_GenomeWideSNP_6_F10_777106.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CJ-6033	TCGA-CJ-6033-01A	Primary Tumor
b7fb1af9-c943-4075-82a3-0e75b3b9cfcd	02b3ab24-8d8e-40b4-b0a5-d69aa69e0a6f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-5691	TCGA-B0-5691-11A	Solid Tissue Normal
2a64eb72-9404-4d6c-948c-c34226daeb2f	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-B0-5095-11A-01D-1418-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5095	TCGA-B0-5095-11A	Solid Tissue Normal
631119f7-d37e-4e15-9921-c72292425f72	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_B05_584942.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3306	TCGA-A3-3306-11A	Solid Tissue Normal
b42942d0-2573-49a7-92f8-07a57ebe02c6	OWNED_p_TCGA_b102_105_SNP_N_GenomeWideSNP_6_E09_777184.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-EU-5904	TCGA-EU-5904-10A	Blood Derived Normal
3c141b0b-c4d0-4fbf-b6c5-cd3683165ad6	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_A10_734860.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4821	TCGA-B0-4821-11A	Solid Tissue Normal
1a9edf68-a576-4bd5-8600-d9ff531b410e	jhu-usc.edu_KIRC.HumanMethylation27.3.lvl-3.TCGA-BP-4340-11A-01D-1284-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4340	TCGA-BP-4340-11A	Solid Tissue Normal
342695d8-c280-46a1-b45f-728bba05db52	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_C07_777390.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-5711	TCGA-B0-5711-01A	Primary Tumor
ba2e3dd9-7b7d-4722-8fd1-17b70fadcc9a	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_E11_748158.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CW-5583	TCGA-CW-5583-01A	Primary Tumor
4421d17a-adee-469c-be4c-0e360d43776b	jhu-usc.edu_KIRC.HumanMethylation27.4.lvl-3.TCGA-CJ-4642-01B-01D-1303-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CJ-4642	TCGA-CJ-4642-01B	Primary Tumor
4a3f2017-f98b-4cd3-9a17-9e5d86053d65	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_D03_680146.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-4638	TCGA-CJ-4638-01A	Primary Tumor
f5b18e0d-5905-40f6-be3a-d71792f1e042	jhu-usc.edu_KIRC.HumanMethylation27.2.lvl-3.TCGA-BP-4163-11A-01D-1186-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4163	TCGA-BP-4163-11A	Solid Tissue Normal
c6affb3c-f35f-44d9-8dde-a32b4535c782	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_E08_734876.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CZ-5461	TCGA-CZ-5461-01A	Primary Tumor
6a918df3-727e-41c3-ae54-8b469360ad19	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_F10_730532.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-5010	TCGA-BP-5010-11A	Solid Tissue Normal
0b43bf2e-c0e2-47d1-ae47-f0c31dc64d68	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_E09_697574.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4771	TCGA-BP-4771-01A	Primary Tumor
cf075818-2ea9-4b86-9915-b12f308105d9	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_C11_741936.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-5192	TCGA-BP-5192-01A	Primary Tumor
80d396ea-a445-4dc9-9555-812208a31019	c08817f0-fc05-44ea-8a92-8b7538ac49d8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-5711	TCGA-B0-5711-11A	Solid Tissue Normal
02b2aa68-61fe-45af-8c2b-0e767df36cda	2fcd467f-4ea2-4712-ad16-217e05b135b1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CJ-5680	TCGA-CJ-5680-01A	Primary Tumor
fbd79121-beb5-48bf-b8b8-e13c24741214	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_E05_777400.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CJ-6027	TCGA-CJ-6027-01A	Primary Tumor
a475dddb-360e-450e-9dd8-4990aa4aca61	DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_E12_729424.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3324	TCGA-A3-3324-01A	Primary Tumor
2199e8c8-7fae-4e89-b2f2-1f59df33c6d2	NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_G09_697926.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4987	TCGA-BP-4987-01A	Primary Tumor
8617f0d4-47eb-46cc-9339-ebaf17b87d27	1a2ef4d2-9a08-4b17-9c93-22c0b0456df1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B2-3924	TCGA-B2-3924-01B	Primary Tumor
4c9922d7-3096-4b3d-9db0-7ff708cbf2e2	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_D07_697476.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4347	TCGA-BP-4347-01A	Primary Tumor
84c73286-ed23-49fa-afc9-2cf94cb5f865	5c5717a8-04ea-4dd0-98bf-bac1fa97f826.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4789	TCGA-BP-4789-01A	Primary Tumor
21af5eab-d614-4eaf-8bc3-8b44abeca3df	MOWED_p_TCGAb3_39_40_41_42_STY_GenomeWideSNP_6_D11_1377516.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B8-A54J	TCGA-B8-A54J-01A	Primary Tumor
fa67bc79-110b-471c-aebd-a8169a65bc30	00a99edf-57d6-49f2-b810-d9de193c2881.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-4993	TCGA-BP-4993-01A	Primary Tumor
37b0538f-b9be-4dc8-993c-f85fa25062bf	22894694-a22b-43ca-a2a6-d7825ee2f8c7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B8-4151	TCGA-B8-4151-01A	Primary Tumor
7c3d5a3a-0d8b-47b9-9dee-9da528680644	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_B03_777394.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-5812	TCGA-B0-5812-11A	Solid Tissue Normal
